Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
408-66-6712,C,Izmir,Member,Female,Health and beauty,48,6,14,301,2/16/2019,14:19,Ewallet,286,5,14,4.4
679-22-6530,B,Ankara,Normal,Female,Sports and travel,41,2,4,85,1/17/2019,10:01,Credit card,81,5,4,4.1
588-47-8641,A,Istanbul,Member,Male,Fashion accessories,56,10,28,588,1/14/2019,19:30,Ewallet,560,5,28,4.4
642-61-4706,B,Ankara,Member,Male,Food and beverages,93,2,9,196,3/30/2019,16:34,Cash,187,5,9,5.5
576-31-4774,B,Ankara,Normal,Female,Health and beauty,73,3,11,231,3/2/2019,13:10,Ewallet,220,5,11,4
556-41-6224,C,Izmir,Normal,Male,Health and beauty,34,8,13,283,2/15/2019,17:10,Credit card,269,5,13,9.3
811-03-8790,A,Istanbul,Normal,Female,Electronic accessories,45,10,23,478,3/1/2019,10:22,Credit card,455,5,23,4.8
242-11-3142,B,Ankara,Member,Male,Fashion accessories,84,2,8,176,2/24/2019,19:57,Cash,168,5,8,4.6
752-23-3760,B,Ankara,Member,Female,Sports and travel,64,7,22,471,2/19/2019,19:29,Credit card,449,5,22,7.3
274-05-5470,A,Istanbul,Member,Female,Food and beverages,73,4,15,309,2/23/2019,18:30,Cash,294,5,15,6
648-94-3045,C,Izmir,Normal,Male,Health and beauty,59,10,29,619,2/7/2019,14:27,Ewallet,590,5,29,8.1
130-67-4723,A,Istanbul,Member,Male,Food and beverages,49,6,15,306,1/11/2019,13:57,Ewallet,291,5,15,9.4
528-87-5606,B,Ankara,Member,Female,Electronic accessories,39,1,2,41,2/12/2019,19:43,Cash,39,5,2,6.5
320-85-2052,B,Ankara,Normal,Female,Sports and travel,35,1,2,37,1/14/2019,10:11,Credit card,35,5,2,7
370-96-0655,C,Izmir,Normal,Female,Fashion accessories,49,6,15,311,1/9/2019,13:46,Ewallet,296,5,15,7.1
105-10-6182,A,Istanbul,Member,Male,Fashion accessories,21,2,2,45,2/27/2019,12:22,Ewallet,43,5,2,6.6
510-79-0415,B,Ankara,Member,Female,Sports and travel,23,6,7,145,1/24/2019,19:20,Ewallet,138,5,7,4.9
241-96-5076,B,Ankara,Member,Female,Home and lifestyle,49,2,5,103,1/8/2019,12:58,Credit card,98,5,5,6.4
767-97-4650,B,Ankara,Member,Female,Sports and travel,65,2,6,136,1/8/2019,11:59,Credit card,130,5,6,8
648-83-1321,A,Istanbul,Member,Male,Home and lifestyle,64,10,32,667,1/16/2019,17:59,Cash,636,5,32,4.3
173-57-2300,C,Izmir,Member,Male,Sports and travel,73,2,7,153,3/13/2019,12:51,Cash,146,5,7,6.1
305-03-2383,A,Istanbul,Normal,Female,Food and beverages,67,3,10,211,2/15/2019,10:36,Cash,201,5,10,7.5
394-55-6384,C,Izmir,Member,Female,Sports and travel,70,9,32,663,1/25/2019,13:38,Cash,632,5,32,6.7
266-20-6657,C,Izmir,Member,Male,Food and beverages,55,7,19,405,3/12/2019,19:39,Ewallet,385,5,19,5.2
689-05-1884,A,Istanbul,Member,Male,Health and beauty,49,10,24,511,3/4/2019,12:44,Cash,486,5,24,8.8
196-01-2849,C,Izmir,Member,Female,Fashion accessories,73,7,26,539,2/10/2019,13:56,Cash,514,5,26,9.5
372-62-5264,C,Izmir,Normal,Female,Food and beverages,53,9,24,497,1/16/2019,14:42,Cash,473,5,24,7.6
800-09-8606,A,Istanbul,Member,Female,Home and lifestyle,87,5,22,459,1/29/2019,19:45,Cash,437,5,22,6.6
182-52-7000,A,Istanbul,Member,Female,Sports and travel,27,4,5,114,1/1/2019,20:26,Ewallet,108,5,5,6.9
826-58-8051,B,Ankara,Normal,Male,Home and lifestyle,62,4,12,261,1/6/2019,19:46,Ewallet,249,5,12,4.3
868-06-0466,A,Istanbul,Member,Male,Electronic accessories,70,9,31,658,2/19/2019,19:38,Credit card,626,5,31,7.8
751-41-9720,C,Izmir,Normal,Male,Home and lifestyle,98,10,49,1024,1/12/2019,16:18,Ewallet,975,5,49,8
626-43-7888,C,Izmir,Normal,Female,Fashion accessories,60,8,24,507,2/7/2019,12:23,Ewallet,483,5,24,9.6
176-64-7711,B,Ankara,Normal,Male,Food and beverages,32,3,5,102,3/27/2019,19:11,Credit card,97,5,5,4.3
191-29-0321,B,Ankara,Member,Female,Fashion accessories,20,10,10,208,2/27/2019,18:57,Credit card,198,5,10,5
729-06-2010,B,Ankara,Member,Male,Health and beauty,80,9,36,760,1/6/2019,11:18,Cash,724,5,36,9.2
640-48-5028,B,Ankara,Member,Female,Home and lifestyle,88,9,40,835,3/2/2019,12:40,Cash,796,5,40,6.3
186-79-9562,B,Ankara,Normal,Male,Health and beauty,72,7,25,528,3/29/2019,14:06,Cash,502,5,25,8.9
834-45-5519,B,Ankara,Normal,Female,Electronic accessories,43,4,9,181,1/31/2019,20:48,Ewallet,172,5,9,7.6
162-65-8559,C,Izmir,Member,Male,Food and beverages,69,1,3,72,1/21/2019,20:13,Cash,69,5,3,4.8
760-27-5490,C,Izmir,Normal,Male,Fashion accessories,16,8,6,131,1/20/2019,20:37,Ewallet,125,5,6,9.1
445-30-9252,A,Istanbul,Normal,Male,Sports and travel,26,3,4,81,1/17/2019,17:59,Ewallet,77,5,4,6.1
786-94-2700,A,Istanbul,Member,Male,Food and beverages,81,6,24,508,2/28/2019,20:18,Cash,484,5,24,9.1
728-88-7867,C,Izmir,Member,Female,Home and lifestyle,76,4,15,317,3/19/2019,15:52,Ewallet,302,5,15,8.3
183-21-3799,C,Izmir,Normal,Female,Electronic accessories,78,9,35,734,2/19/2019,15:14,Ewallet,699,5,35,7.2
268-20-3585,C,Izmir,Normal,Female,Health and beauty,14,9,6,131,2/4/2019,12:50,Ewallet,125,5,6,6
735-32-9839,C,Izmir,Member,Male,Fashion accessories,99,8,39,829,1/31/2019,10:36,Ewallet,790,5,39,8.5
258-92-7466,A,Istanbul,Normal,Female,Health and beauty,36,5,9,187,2/6/2019,18:33,Credit card,178,5,9,6.6
857-16-3520,A,Istanbul,Member,Female,Fashion accessories,71,7,25,525,3/28/2019,16:06,Ewallet,500,5,25,4.5
482-17-1179,A,Istanbul,Member,Male,Electronic accessories,12,3,2,38,1/19/2019,12:47,Credit card,36,5,2,8.1
788-21-5741,A,Istanbul,Normal,Male,Fashion accessories,45,3,7,143,2/17/2019,13:34,Credit card,136,5,7,7.2
821-14-9046,B,Ankara,Member,Female,Fashion accessories,17,6,5,110,1/18/2019,15:04,Credit card,105,5,5,6.1
418-05-0656,B,Ankara,Normal,Female,Fashion accessories,26,7,9,188,2/2/2019,20:42,Cash,179,5,9,7.1
678-79-0726,C,Izmir,Member,Female,Sports and travel,91,9,41,856,1/18/2019,15:28,Cash,816,5,41,5.1
776-68-1096,B,Ankara,Normal,Male,Home and lifestyle,44,3,7,139,3/18/2019,13:45,Credit card,132,5,7,7.9
592-46-1692,C,Izmir,Member,Female,Food and beverages,37,7,13,270,1/11/2019,20:10,Cash,257,5,13,7.4
434-35-9162,B,Ankara,Member,Male,Food and beverages,23,4,5,98,2/4/2019,18:53,Ewallet,93,5,5,7.4
149-14-0304,C,Izmir,Member,Female,Health and beauty,29,8,11,239,2/6/2019,14:24,Cash,228,5,11,6.6
442-44-6497,C,Izmir,Member,Male,Home and lifestyle,56,3,8,175,1/8/2019,11:42,Credit card,167,5,8,5.9
174-64-0215,B,Ankara,Normal,Male,Sports and travel,70,10,35,732,3/5/2019,17:49,Credit card,697,5,35,8.9
210-74-9613,C,Izmir,Normal,Male,Fashion accessories,97,4,19,408,3/16/2019,15:33,Ewallet,389,5,19,6.8
299-29-0180,B,Ankara,Member,Female,Home and lifestyle,52,7,18,384,3/9/2019,10:54,Cash,365,5,18,9.3
247-11-2470,A,Istanbul,Member,Female,Fashion accessories,22,4,4,94,3/1/2019,16:23,Credit card,89,5,4,4.4
635-28-5728,A,Istanbul,Normal,Male,Health and beauty,56,3,8,176,2/28/2019,19:33,Ewallet,168,5,8,4.8
756-49-0168,A,Istanbul,Member,Male,Fashion accessories,20,1,1,21,2/8/2019,11:39,Ewallet,20,5,1,9.5
438-23-1242,B,Ankara,Normal,Male,Electronic accessories,76,7,27,558,1/24/2019,10:38,Ewallet,531,5,27,8.9
238-45-6950,B,Ankara,Member,Male,Food and beverages,54,1,3,56,3/1/2019,20:03,Ewallet,54,5,3,6.4
607-65-2441,C,Izmir,Member,Male,Health and beauty,82,10,41,860,3/10/2019,12:39,Credit card,820,5,41,6
386-27-7606,C,Izmir,Member,Female,Home and lifestyle,81,7,28,597,3/23/2019,15:59,Credit card,568,5,28,8.1
137-63-5492,C,Izmir,Normal,Male,Electronic accessories,59,10,29,617,1/29/2019,14:26,Ewallet,588,5,29,9
197-77-7132,B,Ankara,Member,Male,Electronic accessories,92,8,37,769,1/12/2019,18:22,Ewallet,732,5,37,6
805-86-0265,A,Istanbul,Normal,Male,Home and lifestyle,94,9,42,888,3/20/2019,11:32,Cash,846,5,42,9.8
733-29-1227,C,Izmir,Normal,Male,Home and lifestyle,56,7,19,409,3/23/2019,12:41,Cash,389,5,19,8.5
451-73-2711,C,Izmir,Normal,Male,Food and beverages,85,1,4,89,1/14/2019,15:20,Ewallet,85,5,4,8.8
373-14-0504,A,Istanbul,Member,Female,Sports and travel,72,2,7,150,2/12/2019,14:33,Ewallet,143,5,7,8.8
546-80-2899,A,Istanbul,Member,Male,Home and lifestyle,38,2,4,79,2/20/2019,15:29,Ewallet,75,5,4,9.5
345-68-9016,C,Izmir,Member,Female,Sports and travel,32,8,13,266,1/2/2019,16:19,Credit card,253,5,13,5.6
390-17-5806,C,Izmir,Member,Female,Food and beverages,38,1,2,40,2/2/2019,16:33,Cash,38,5,2,8.6
457-13-1708,B,Ankara,Member,Male,Fashion accessories,65,10,33,685,1/8/2019,19:07,Credit card,652,5,33,5.2
664-14-2882,C,Izmir,Member,Female,Home and lifestyle,11,5,3,55,1/30/2019,14:43,Credit card,53,5,3,5.8
487-79-6868,B,Ankara,Member,Female,Home and lifestyle,12,9,6,116,3/26/2019,19:28,Credit card,111,5,6,8
314-23-4520,C,Izmir,Member,Male,Health and beauty,81,7,28,597,1/15/2019,20:44,Cash,569,5,28,9
210-30-7976,B,Ankara,Member,Female,Fashion accessories,22,4,4,94,3/14/2019,11:16,Ewallet,89,5,4,4.1
585-86-8361,A,Istanbul,Normal,Female,Food and beverages,27,5,7,143,2/3/2019,10:31,Credit card,136,5,7,8.6
807-14-7833,A,Istanbul,Member,Female,Electronic accessories,17,10,9,183,2/22/2019,12:30,Ewallet,174,5,9,7
775-72-1988,B,Ankara,Normal,Male,Home and lifestyle,73,5,18,385,1/24/2019,15:05,Ewallet,366,5,18,8.4
288-38-3758,C,Izmir,Member,Female,Fashion accessories,85,3,13,267,1/25/2019,18:30,Ewallet,255,5,13,7.4
652-43-6591,A,Istanbul,Normal,Female,Fashion accessories,97,8,39,817,3/9/2019,13:18,Credit card,778,5,39,6.2
785-96-0615,B,Ankara,Member,Female,Electronic accessories,36,8,14,300,2/17/2019,15:28,Ewallet,286,5,14,4.9
406-46-7107,A,Istanbul,Normal,Female,Home and lifestyle,97,6,29,608,1/11/2019,11:52,Cash,579,5,29,4.5
250-17-5703,A,Istanbul,Member,Male,Food and beverages,19,10,9,198,2/27/2019,18:24,Ewallet,189,5,9,5.6
156-95-3964,A,Istanbul,Normal,Female,Food and beverages,55,4,11,233,3/25/2019,15:19,Ewallet,222,5,11,8
842-40-8179,B,Ankara,Member,Female,Food and beverages,77,10,39,811,2/11/2019,10:38,Credit card,772,5,39,5.6
525-09-8450,B,Ankara,Normal,Male,Electronic accessories,72,10,36,757,1/31/2019,15:12,Credit card,721,5,36,4.2
410-67-1709,A,Istanbul,Member,Female,Fashion accessories,64,8,26,537,1/20/2019,17:48,Ewallet,511,5,26,9.9
587-73-4862,A,Istanbul,Member,Female,Health and beauty,11,5,3,56,3/26/2019,11:07,Ewallet,53,5,3,7.6
787-87-2010,A,Istanbul,Member,Male,Health and beauty,56,4,11,233,1/20/2019,15:48,Credit card,222,5,11,6.6
593-14-4239,B,Ankara,Normal,Female,Home and lifestyle,95,8,38,802,3/5/2019,19:40,Ewallet,764,5,38,4.7
801-88-0346,C,Izmir,Normal,Female,Fashion accessories,76,3,11,240,1/5/2019,20:30,Credit card,228,5,11,9.8
388-76-2555,B,Ankara,Normal,Male,Sports and travel,14,6,4,86,2/13/2019,13:59,Cash,82,5,4,6.3
711-31-1234,B,Ankara,Normal,Female,Electronic accessories,96,4,19,402,3/16/2019,18:51,Cash,383,5,19,7.9
886-54-6089,A,Istanbul,Normal,Female,Home and lifestyle,11,6,3,72,1/15/2019,17:24,Cash,69,5,3,7.7
707-32-7409,B,Ankara,Member,Female,Sports and travel,96,4,19,401,2/26/2019,11:58,Ewallet,382,5,19,4.5
759-98-4285,C,Izmir,Member,Female,Health and beauty,86,7,30,631,2/27/2019,19:01,Credit card,601,5,30,8
201-63-8275,C,Izmir,Member,Female,Sports and travel,68,7,24,500,2/17/2019,16:50,Ewallet,476,5,24,5.7
471-06-8611,C,Izmir,Normal,Female,Food and beverages,52,1,3,55,2/6/2019,10:22,Credit card,52,5,3,6.3
200-16-5952,C,Izmir,Member,Male,Food and beverages,66,2,7,138,1/17/2019,16:46,Cash,131,5,7,6
120-54-2248,B,Ankara,Normal,Female,Food and beverages,29,5,7,152,1/22/2019,18:08,Credit card,144,5,7,8
102-77-2261,C,Izmir,Member,Male,Health and beauty,65,7,23,480,3/5/2019,18:02,Credit card,457,5,23,4.2
875-31-8302,B,Ankara,Normal,Male,Sports and travel,93,1,5,98,1/3/2019,13:07,Cash,93,5,5,9.6
102-06-2002,C,Izmir,Member,Male,Sports and travel,25,5,6,133,3/20/2019,17:52,Cash,126,5,6,6.1
457-94-0464,B,Ankara,Member,Male,Electronic accessories,88,9,40,830,1/31/2019,20:32,Ewallet,791,5,40,5.6
629-42-4133,C,Izmir,Normal,Male,Health and beauty,22,8,9,183,2/19/2019,19:24,Cash,174,5,9,8.3
534-53-3526,A,Istanbul,Normal,Female,Sports and travel,95,4,19,398,2/11/2019,16:06,Ewallet,379,5,19,7.8
307-04-2070,A,Istanbul,Member,Female,Fashion accessories,31,1,2,32,2/5/2019,14:14,Credit card,31,5,2,4.1
468-99-7231,C,Izmir,Normal,Female,Home and lifestyle,44,8,18,370,3/3/2019,17:36,Cash,352,5,18,8.8
516-77-6464,C,Izmir,Member,Female,Health and beauty,10,5,3,53,2/24/2019,13:08,Ewallet,51,5,3,4.1
404-91-5964,A,Istanbul,Normal,Male,Electronic accessories,75,7,26,548,2/4/2019,16:09,Credit card,522,5,26,9
886-77-9084,C,Izmir,Normal,Male,Electronic accessories,72,8,29,604,2/19/2019,11:33,Ewallet,575,5,29,5.5
790-38-4466,C,Izmir,Normal,Female,Health and beauty,11,5,3,58,1/23/2019,10:18,Credit card,55,5,3,9.3
704-10-4056,C,Izmir,Member,Male,Health and beauty,60,3,9,190,1/14/2019,10:55,Credit card,181,5,9,5.6
497-37-6538,A,Istanbul,Normal,Male,Sports and travel,59,7,21,433,1/17/2019,15:15,Ewallet,412,5,21,9.7
651-96-5970,A,Istanbul,Normal,Male,Fashion accessories,46,1,2,49,3/3/2019,20:06,Credit card,46,5,2,4
400-80-4065,C,Izmir,Member,Male,Health and beauty,69,4,14,288,2/15/2019,20:21,Credit card,274,5,14,9.2
744-16-7898,B,Ankara,Normal,Female,Home and lifestyle,97,10,49,1022,1/15/2019,13:48,Credit card,974,5,49,4.9
263-12-5321,A,Istanbul,Member,Male,Electronic accessories,93,7,32,681,2/27/2019,12:52,Credit card,648,5,32,9.3
702-72-0487,A,Istanbul,Normal,Female,Electronic accessories,47,2,5,98,2/26/2019,12:28,Credit card,93,5,5,6.6
605-83-1050,B,Ankara,Normal,Male,Fashion accessories,27,2,3,57,3/15/2019,16:26,Ewallet,54,5,3,4.3
443-60-9639,C,Izmir,Member,Female,Home and lifestyle,61,1,3,64,1/24/2019,13:24,Cash,61,5,3,5.5
864-24-7918,A,Istanbul,Member,Female,Sports and travel,24,10,12,257,2/22/2019,15:15,Cash,245,5,12,8.1
359-94-5395,B,Ankara,Normal,Male,Health and beauty,93,1,5,97,3/15/2019,10:50,Credit card,93,5,5,9.8
401-09-4232,C,Izmir,Member,Male,Home and lifestyle,87,5,22,455,2/11/2019,18:38,Ewallet,433,5,22,9.4
751-15-6198,B,Ankara,Normal,Male,Sports and travel,23,6,7,145,1/12/2019,16:45,Ewallet,138,5,7,7.9
324-41-6833,C,Izmir,Member,Female,Electronic accessories,30,8,12,254,3/3/2019,19:30,Ewallet,242,5,12,5.1
474-33-8305,C,Izmir,Member,Male,Fashion accessories,67,7,24,495,3/23/2019,13:23,Ewallet,472,5,24,6.9
759-29-9521,A,Istanbul,Member,Female,Fashion accessories,49,9,22,463,3/4/2019,11:27,Cash,441,5,22,8
831-81-6575,B,Ankara,Member,Female,Electronic accessories,76,9,34,714,2/23/2019,11:12,Cash,680,5,34,8
220-68-6701,A,Istanbul,Normal,Female,Home and lifestyle,77,4,15,325,3/17/2019,16:36,Cash,310,5,15,4.2
618-34-8551,A,Istanbul,Normal,Female,Sports and travel,93,2,9,196,1/16/2019,18:41,Credit card,186,5,9,8.5
257-60-7754,A,Istanbul,Normal,Female,Electronic accessories,50,4,10,211,1/8/2019,17:12,Cash,201,5,10,9
559-61-5987,B,Ankara,Normal,Female,Health and beauty,18,1,1,19,1/14/2019,10:38,Cash,18,5,1,8.6
189-55-2313,C,Izmir,Normal,Female,Fashion accessories,62,10,31,653,1/31/2019,10:33,Ewallet,622,5,31,6
565-91-4567,B,Ankara,Normal,Male,Health and beauty,11,8,4,90,3/15/2019,14:38,Ewallet,86,5,4,6.2
380-60-5336,A,Istanbul,Normal,Female,Electronic accessories,40,10,20,423,2/24/2019,18:06,Credit card,403,5,20,5
815-04-6282,C,Izmir,Member,Female,Sports and travel,65,5,16,341,2/8/2019,12:52,Credit card,325,5,16,6.5
674-56-6360,A,Istanbul,Normal,Male,Electronic accessories,95,1,5,100,3/22/2019,14:00,Cash,95,5,5,6
778-34-2523,A,Istanbul,Member,Female,Electronic accessories,49,8,19,408,1/24/2019,10:57,Cash,389,5,19,5
499-27-7781,B,Ankara,Normal,Female,Food and beverages,53,8,21,447,3/14/2019,16:45,Ewallet,426,5,21,5
477-59-2456,C,Izmir,Normal,Female,Fashion accessories,45,7,16,334,1/23/2019,11:15,Cash,318,5,16,9.2
832-51-6761,A,Istanbul,Normal,Male,Food and beverages,34,8,14,285,1/19/2019,20:29,Ewallet,271,5,14,9.6
869-11-3082,B,Ankara,Member,Male,Health and beauty,96,4,19,404,1/27/2019,20:03,Credit card,385,5,19,8.4
190-59-3964,B,Ankara,Member,Male,Food and beverages,47,5,12,248,2/3/2019,14:35,Credit card,236,5,12,6
366-43-6862,B,Ankara,Normal,Male,Electronic accessories,53,4,11,222,3/25/2019,16:32,Ewallet,212,5,11,6.7
186-43-8965,A,Istanbul,Member,Female,Home and lifestyle,48,2,5,100,2/24/2019,10:10,Credit card,95,5,5,4.1
784-21-9238,C,Izmir,Member,Male,Sports and travel,10,1,1,11,2/7/2019,14:15,Cash,10,5,1,5.9
276-75-6884,A,Istanbul,Normal,Female,Health and beauty,69,3,10,216,3/4/2019,10:05,Cash,206,5,10,8.7
109-86-4363,B,Ankara,Member,Female,Sports and travel,60,7,21,442,2/14/2019,11:36,Credit card,421,5,21,4.5
569-76-2760,A,Istanbul,Member,Female,Sports and travel,22,4,4,92,1/29/2019,18:15,Credit card,88,5,4,6.6
222-42-0244,B,Ankara,Member,Female,Health and beauty,72,9,32,681,1/28/2019,13:53,Credit card,649,5,32,7.7
760-53-9233,A,Istanbul,Member,Male,Fashion accessories,41,3,6,130,3/26/2019,18:37,Credit card,124,5,6,8.5
538-22-0304,C,Izmir,Normal,Male,Electronic accessories,65,10,32,682,3/24/2019,18:27,Cash,650,5,32,5.2
416-17-9926,A,Istanbul,Member,Female,Electronic accessories,74,10,37,779,1/1/2019,14:42,Credit card,742,5,37,4.3
237-44-6163,A,Istanbul,Normal,Male,Electronic accessories,11,8,4,89,1/24/2019,17:43,Cash,84,5,4,7.6
636-17-0325,B,Ankara,Normal,Male,Health and beauty,63,4,13,263,2/25/2019,18:37,Cash,250,5,13,9.5
343-75-9322,B,Ankara,Member,Female,Sports and travel,12,8,5,100,1/9/2019,16:34,Cash,95,5,5,4.1
528-14-9470,A,Istanbul,Member,Male,Health and beauty,91,1,5,96,2/14/2019,14:42,Ewallet,91,5,5,9.2
427-45-9297,B,Ankara,Member,Female,Home and lifestyle,41,7,14,299,3/12/2019,11:01,Ewallet,285,5,14,5.4
807-34-3742,A,Istanbul,Normal,Male,Fashion accessories,52,1,3,55,3/26/2019,19:44,Cash,52,5,3,5.8
288-62-1085,A,Istanbul,Member,Male,Fashion accessories,39,5,10,202,1/9/2019,13:34,Ewallet,193,5,10,5.6
670-71-7306,B,Ankara,Normal,Male,Sports and travel,45,6,13,281,1/2/2019,20:08,Credit card,268,5,13,5.1
660-29-7083,C,Izmir,Normal,Male,Electronic accessories,56,10,28,587,1/15/2019,15:01,Cash,559,5,28,5.8
271-77-8740,C,Izmir,Member,Female,Sports and travel,29,6,9,184,1/1/2019,11:40,Ewallet,175,5,9,5
497-36-0989,A,Istanbul,Normal,Male,Fashion accessories,52,3,8,164,2/15/2019,15:21,Cash,156,5,8,7.9
291-59-1384,B,Ankara,Normal,Male,Electronic accessories,60,1,3,63,2/28/2019,17:38,Cash,60,5,3,6
860-73-6466,A,Istanbul,Member,Female,Sports and travel,39,2,4,83,3/2/2019,16:16,Credit card,79,5,4,5
549-23-9016,C,Izmir,Member,Female,Food and beverages,15,2,1,31,2/13/2019,18:15,Credit card,30,5,1,8.9
896-34-0956,A,Istanbul,Normal,Male,Fashion accessories,21,1,1,22,1/26/2019,12:43,Cash,21,5,1,5.9
804-38-3935,A,Istanbul,Member,Male,Electronic accessories,94,3,14,295,1/30/2019,11:32,Credit card,281,5,14,5.9
585-90-0249,A,Istanbul,Member,Male,Electronic accessories,73,1,4,77,1/27/2019,18:08,Ewallet,73,5,4,9.7
862-29-5914,C,Izmir,Normal,Female,Sports and travel,22,1,1,24,1/30/2019,17:08,Credit card,22,5,1,8.6
845-94-6841,C,Izmir,Member,Female,Food and beverages,73,9,33,689,1/8/2019,19:38,Cash,656,5,33,4
125-45-2293,A,Istanbul,Normal,Female,Fashion accessories,99,6,30,624,1/19/2019,13:11,Cash,595,5,30,4.2
843-73-4724,A,Istanbul,Normal,Male,Fashion accessories,74,1,4,78,1/25/2019,11:05,Cash,74,5,4,9.2
409-33-9708,A,Istanbul,Normal,Female,Fashion accessories,98,2,10,207,2/19/2019,10:12,Ewallet,197,5,10,9.2
658-66-3967,C,Izmir,Normal,Male,Health and beauty,53,7,19,391,1/14/2019,15:42,Ewallet,372,5,19,5
866-70-2814,B,Ankara,Normal,Female,Electronic accessories,53,10,26,554,2/25/2019,11:58,Ewallet,528,5,26,10
160-22-2687,A,Istanbul,Member,Female,Health and beauty,96,5,24,504,1/23/2019,14:21,Ewallet,480,5,24,8.8
895-03-6665,B,Ankara,Normal,Female,Fashion accessories,37,9,16,345,2/16/2019,10:52,Cash,329,5,16,4.2
770-42-8960,B,Ankara,Normal,Male,Food and beverages,21,8,8,177,1/1/2019,19:31,Cash,169,5,8,6.3
748-45-2862,A,Istanbul,Member,Female,Home and lifestyle,28,4,6,119,3/7/2019,18:35,Cash,113,5,6,8.2
234-36-2483,B,Ankara,Normal,Male,Health and beauty,58,6,17,363,2/15/2019,13:51,Cash,346,5,17,5.1
316-66-3011,A,Istanbul,Member,Female,Food and beverages,48,9,21,450,1/23/2019,12:35,Cash,429,5,21,5
848-95-6252,C,Izmir,Member,Female,Home and lifestyle,86,1,4,91,2/20/2019,13:24,Ewallet,86,5,4,7
840-76-5966,A,Istanbul,Member,Male,Sports and travel,13,2,1,27,1/8/2019,18:06,Ewallet,26,5,1,7.8
152-03-4217,B,Ankara,Normal,Female,Home and lifestyle,11,9,5,107,3/17/2019,11:55,Credit card,102,5,5,4.3
533-66-5566,B,Ankara,Normal,Female,Home and lifestyle,51,7,18,375,1/12/2019,11:42,Cash,357,5,18,7
124-31-1458,A,Istanbul,Member,Female,Electronic accessories,80,3,12,251,1/8/2019,14:30,Cash,239,5,12,6.6
176-78-1170,C,Izmir,Member,Male,Health and beauty,34,3,5,107,1/26/2019,15:11,Ewallet,101,5,5,7.3
361-59-0574,B,Ankara,Member,Male,Sports and travel,91,8,36,760,3/15/2019,14:48,Credit card,724,5,36,6.5
101-81-4070,C,Izmir,Member,Female,Health and beauty,63,2,6,132,1/17/2019,12:36,Ewallet,126,5,6,4.9
631-34-1880,C,Izmir,Member,Male,Food and beverages,24,3,4,77,1/8/2019,19:09,Credit card,73,5,4,4.3
852-82-2749,A,Istanbul,Normal,Male,Sports and travel,65,4,13,271,1/6/2019,13:35,Ewallet,258,5,13,9.3
873-14-6353,A,Istanbul,Member,Male,Food and beverages,25,7,9,182,2/16/2019,10:33,Credit card,174,5,9,7.1
584-66-4073,C,Izmir,Normal,Male,Fashion accessories,57,1,3,59,3/13/2019,15:45,Ewallet,57,5,3,9.6
544-55-9589,B,Ankara,Member,Female,Electronic accessories,21,10,11,225,1/28/2019,11:51,Cash,214,5,11,6.2
166-19-2553,A,Istanbul,Member,Male,Sports and travel,89,6,27,561,1/18/2019,17:26,Cash,534,5,27,9.9
737-88-5876,A,Istanbul,Member,Male,Home and lifestyle,23,4,5,98,3/19/2019,11:52,Credit card,93,5,5,5.9
154-87-7367,C,Izmir,Normal,Male,Home and lifestyle,65,8,26,548,3/15/2019,14:04,Ewallet,522,5,26,6.3
885-56-0389,C,Izmir,Member,Male,Fashion accessories,52,1,3,55,2/12/2019,17:49,Cash,52,5,3,4
608-05-3804,B,Ankara,Member,Male,Electronic accessories,40,1,2,42,2/25/2019,20:19,Cash,40,5,2,6.1
448-61-3783,A,Istanbul,Normal,Female,Electronic accessories,90,8,36,756,3/21/2019,16:08,Credit card,720,5,36,4.5
761-49-0439,B,Ankara,Member,Female,Electronic accessories,12,8,5,102,1/19/2019,10:17,Ewallet,97,5,5,8.6
490-95-0021,B,Ankara,Member,Female,Food and beverages,33,10,17,349,1/8/2019,14:25,Ewallet,332,5,17,6
115-38-7388,C,Izmir,Member,Female,Fashion accessories,10,8,4,86,3/30/2019,12:51,Credit card,81,5,4,9.5
311-13-6971,B,Ankara,Member,Male,Sports and travel,32,10,16,336,2/20/2019,15:18,Credit card,320,5,16,9.9
291-55-6563,A,Istanbul,Member,Female,Home and lifestyle,34,6,10,217,3/30/2019,12:45,Ewallet,207,5,10,7.5
548-48-3156,A,Istanbul,Member,Female,Food and beverages,83,2,8,175,3/19/2019,13:37,Cash,167,5,8,7.6
460-93-5834,A,Istanbul,Normal,Male,Sports and travel,46,7,16,335,1/13/2019,10:03,Cash,319,5,16,5
325-89-4209,A,Istanbul,Member,Male,Food and beverages,88,1,4,92,2/5/2019,19:42,Ewallet,88,5,4,6.7
884-80-6021,A,Istanbul,Member,Female,Electronic accessories,73,10,37,771,3/23/2019,13:14,Ewallet,735,5,37,9.5
137-74-8729,C,Izmir,Normal,Female,Fashion accessories,12,8,5,102,3/13/2019,12:47,Ewallet,98,5,5,6.8
880-46-5796,A,Istanbul,Member,Male,Sports and travel,77,10,38,808,3/17/2019,19:53,Ewallet,769,5,38,5.6
389-70-2397,C,Izmir,Normal,Female,Health and beauty,84,5,21,439,2/21/2019,10:26,Cash,418,5,21,7.2
